   2.739726027400E-003  -1.869836917979E+011
   2.027397260276E-001  -1.869836917979E+011
   4.027397260278E-001  -1.869836917979E+011
   6.027397260280E-001  -1.869836917979E+011
   8.027397260282E-001  -1.869836917979E+011
   1.002739726028E+000  -4.250761660149E+009
   1.202739726029E+000  -4.250761660149E+009
   1.402739726029E+000  -4.250761660149E+009
   1.602739726029E+000  -4.250761660149E+009
   1.802739726029E+000  -4.250761660149E+009
   2.002739726029E+000  -1.251441270863E+011
   2.202739726030E+000  -1.251441270863E+011
   2.402739726030E+000  -1.251441270863E+011
   2.602739726030E+000  -1.251441270863E+011
   2.802739726030E+000  -1.251441270863E+011
   3.002739726030E+000   1.704021679865E+010
   3.202739726031E+000   1.704021679865E+010
   3.402739726031E+000   1.704021679865E+010
   3.602739726031E+000   1.704021679865E+010
   3.802739726031E+000   1.704021679865E+010
   4.002739726031E+000  -2.564301377632E+011
   4.202739726032E+000  -2.564301377632E+011
   4.402739726032E+000  -2.564301377632E+011
   4.602739726032E+000  -2.564301377632E+011
   4.802739726032E+000  -2.564301377632E+011
   5.002739726032E+000   2.373887830859E+011
   5.202739726033E+000   2.373887830859E+011
   5.402739726033E+000   2.373887830859E+011
   5.602739726033E+000   2.373887830859E+011
   5.802739726033E+000   2.373887830859E+011
   6.002739726033E+000   1.605605456113E+010
   6.202739726034E+000   1.605605456113E+010
   6.402739726034E+000   1.605605456113E+010
   6.602739726034E+000   1.605605456113E+010
   6.802739726034E+000   1.605605456113E+010
   7.002739726034E+000  -9.618481157648E+010
   7.202739726035E+000  -9.618481157648E+010
   7.402739726035E+000  -9.618481157648E+010
   7.602739726035E+000  -9.618481157648E+010
   7.802739726035E+000  -9.618481157648E+010
   8.002739726035E+000   1.410359802496E+011
   8.202739726036E+000   1.410359802496E+011
   8.402739726036E+000   1.410359802496E+011
   8.602739726036E+000   1.410359802496E+011
   8.802739726036E+000   1.410359802496E+011
   9.002739726036E+000  -2.154536414071E+011
   9.202739726037E+000  -2.154536414071E+011
   9.402739726037E+000  -2.154536414071E+011
   9.602739726037E+000  -2.154536414071E+011
   9.802739726037E+000  -2.154536414071E+011
   1.000273972604E+001   7.832679380822E+010
   1.020273972604E+001   7.832679380822E+010
   1.040273972604E+001   7.832679380822E+010
   1.060273972604E+001   7.832679380822E+010
   1.080273972604E+001   7.832679380822E+010
   1.100273972604E+001   1.871850586876E+011
   1.120273972604E+001   1.871850586876E+011
   1.140273972604E+001   1.871850586876E+011
   1.160273972604E+001   1.871850586876E+011
   1.180273972604E+001   1.871850586876E+011
   1.200273972604E+001  -6.263935088006E+010
   1.220273972604E+001  -6.263935088006E+010
   1.240273972604E+001  -6.263935088006E+010
   1.260273972604E+001  -6.263935088006E+010
   1.280273972604E+001  -6.263935088006E+010
   1.300273972604E+001   7.109890028333E+010
   1.320273972604E+001   7.109890028333E+010
   1.340273972604E+001   7.109890028333E+010
   1.360273972604E+001   7.109890028333E+010
   1.380273972604E+001   7.109890028333E+010
   1.400273972604E+001   5.577390919943E+010
   1.420273972604E+001   5.577390919943E+010
   1.440273972604E+001   5.577390919943E+010
   1.460273972604E+001   5.577390919943E+010
   1.480273972604E+001   5.577390919943E+010
   1.500273972604E+001  -2.374743438258E+011
   1.520273972604E+001  -2.374743438258E+011
   1.540273972604E+001  -2.374743438258E+011
   1.560273972604E+001  -2.374743438258E+011
   1.580273972604E+001  -2.374743438258E+011
   1.600273972604E+001   2.215603058700E+011
   1.620273972604E+001   2.215603058700E+011
   1.640273972604E+001   2.215603058700E+011
   1.660273972604E+001   2.215603058700E+011
   1.680273972604E+001   2.215603058700E+011
   1.700273972604E+001  -1.241939870429E+011
   1.720273972604E+001  -1.241939870429E+011
   1.740273972604E+001  -1.241939870429E+011
   1.760273972605E+001  -1.241939870429E+011
   1.780273972605E+001  -1.241939870429E+011
   1.800273972605E+001   3.363500985478E+011
   1.820273972605E+001   3.363500985478E+011
   1.840273972605E+001   3.363500985478E+011
   1.860273972605E+001   3.363500985478E+011
   1.880273972605E+001   3.363500985478E+011
   1.900273972605E+001  -5.306150333709E+010
   1.920273972605E+001  -5.306150333709E+010
   1.940273972605E+001  -5.306150333709E+010
   1.960273972605E+001  -5.306150333709E+010
   1.980273972605E+001  -5.306150333709E+010
